0.127,0.172,0.412,0.218,0.253,0.505,0.023,0.024,0.153,0.0
0.259,0.187,0.702,0.14,0.164,0.382,0.144,0.104,0.338,0.0
0.163,0.191,0.406,0.231,0.373,0.478,0.11,0.047,0.262,0.0
0.263,0.38,0.527,0.22,0.207,0.511,0.162,0.078,0.393,0.0
0.244,0.298,0.514,0.221,0.215,0.512,0.158,0.092,0.368,0.0
