0,1
0.5378,1.4044827610254287
0.4591,2.062340793013573
0.3675,2.795175236463547
0.4123,2.0617294743657113
0.4325,1.974200102686882
0.4717,1.8019939050078393
0.4765,1.7961071267724038
0.4807,1.7589708358049392
0.4823,1.7567609786987304
0.4865,1.7434415578842164
0.4885,1.7461059510707855
0.4911,1.7413384795188904
0.4923,1.7410893350839616
0.4919,1.7431258335709572
0.4927,1.7429443359375
0.4942,1.7400221213698388
0.4962,1.7406800255179404
0.4959,1.742632956802845
0.4971,1.7419649943709374
0.4959,1.7451019704341888
0.4977,1.7448978587985038
0.497,1.7479193016886712
0.497,1.7479193016886712
0.497,1.7479193016886712
