0,1,2,3,4,5,6,7,8,9
0.9948979591836735,0.9947136563876652,0.9786821705426356,0.9782178217821782,0.9969450101832994,0.9932735426008968,0.9592901878914405,0.9649805447470817,0.9229979466119097,0.9306243805748265
