0.002,0.302,0.0,0.003,0.0,0.057,0.606,0.037,0.65,0.001
0.001,0.296,0.0,0.0,0.003,0.296,0.663,0.198,0.619,0.0
0.0,0.277,0.002,0.06,0.021,0.211,0.579,0.171,0.843,0.0
0.1,0.816,0.0,0.104,0.011,0.512,0.632,0.163,0.344,0.0
0.033,0.668,0.0,0.077,0.002,0.327,0.42,0.105,0.648,0.0
0.13,0.759,0.0,0.108,0.019,0.462,0.675,0.228,0.276,0.0
0.055,0.54,0.0,0.073,0.003,0.421,0.583,0.15,0.714,0.0
0.147,0.685,0.001,0.125,0.022,0.523,0.724,0.223,0.318,0.0
0.137,0.597,0.002,0.106,0.021,0.55,0.724,0.258,0.296,0.0
0.156,0.699,0.003,0.124,0.025,0.581,0.691,0.237,0.308,0.0
0.181,0.74,0.007,0.13,0.031,0.604,0.654,0.224,0.29,0.0
0.186,0.797,0.005,0.141,0.039,0.558,0.646,0.237,0.393,0.0
0.182,0.795,0.007,0.151,0.047,0.523,0.642,0.204,0.515,0.0
0.188,0.781,0.006,0.157,0.053,0.546,0.636,0.202,0.565,0.0
0.195,0.796,0.009,0.16,0.063,0.531,0.638,0.19,0.575,0.0
0.205,0.774,0.011,0.162,0.068,0.561,0.636,0.209,0.616,0.0
0.218,0.79,0.014,0.164,0.075,0.552,0.638,0.215,0.605,0.0
0.223,0.766,0.016,0.169,0.083,0.59,0.645,0.261,0.635,0.0
0.243,0.773,0.019,0.169,0.089,0.58,0.658,0.254,0.608,0.0
0.234,0.762,0.02,0.175,0.094,0.612,0.648,0.309,0.611,0.0
