0.028,0.027,0.125,0.328,0.085,0.032,0.351,0.759,0.007,0.0
0.051,0.001,0.0,0.248,0.042,0.168,0.364,0.808,0.002,0.0
0.217,0.173,0.094,0.323,0.18,0.095,0.563,0.829,0.149,0.0
0.114,0.105,0.023,0.375,0.09,0.06,0.43,0.839,0.207,0.0
0.251,0.167,0.113,0.277,0.121,0.076,0.544,0.872,0.233,0.0
0.216,0.143,0.104,0.486,0.118,0.084,0.459,0.743,0.363,0.001
0.275,0.195,0.108,0.396,0.122,0.071,0.501,0.802,0.329,0.001
0.273,0.203,0.102,0.5,0.12,0.07,0.453,0.749,0.397,0.0
0.305,0.207,0.109,0.422,0.125,0.059,0.497,0.783,0.392,0.0
0.288,0.218,0.113,0.458,0.125,0.065,0.493,0.758,0.426,0.0
0.311,0.232,0.12,0.475,0.12,0.06,0.487,0.761,0.426,0.0
0.318,0.279,0.12,0.5,0.125,0.061,0.457,0.797,0.454,0.0
0.311,0.241,0.121,0.489,0.123,0.059,0.463,0.777,0.441,0.0
0.356,0.323,0.143,0.479,0.133,0.079,0.458,0.833,0.486,0.0
0.367,0.333,0.141,0.476,0.139,0.085,0.453,0.84,0.507,0.0
0.375,0.358,0.147,0.478,0.142,0.086,0.463,0.84,0.517,0.0
0.382,0.374,0.155,0.469,0.151,0.095,0.464,0.849,0.531,0.0
0.391,0.412,0.154,0.461,0.151,0.097,0.474,0.853,0.542,0.0
0.399,0.409,0.157,0.455,0.159,0.111,0.475,0.855,0.546,0.0
0.408,0.443,0.168,0.443,0.162,0.108,0.491,0.864,0.549,0.0
