0.187,0.01,0.003,0.0,0.345,0.0,0.698,0.0,0.002,0.0
0.477,0.002,0.0,0.0,0.214,0.004,0.684,0.02,0.001,0.0
0.006,0.058,0.003,0.009,0.843,0.01,0.479,0.0,0.0,0.0
0.429,0.045,0.002,0.001,0.696,0.003,0.59,0.001,0.041,0.0
0.286,0.032,0.005,0.001,0.544,0.026,0.739,0.015,0.005,0.0
0.789,0.59,0.051,0.207,0.582,0.341,0.65,0.062,0.528,0.002
0.812,0.577,0.048,0.201,0.581,0.407,0.668,0.079,0.406,0.002
0.806,0.593,0.061,0.261,0.556,0.38,0.655,0.074,0.51,0.001
0.781,0.626,0.099,0.251,0.562,0.409,0.702,0.109,0.516,0.001
0.77,0.627,0.096,0.256,0.559,0.402,0.702,0.101,0.556,0.001
0.733,0.629,0.116,0.261,0.568,0.399,0.743,0.105,0.564,0.001
0.699,0.617,0.111,0.251,0.585,0.4,0.737,0.099,0.583,0.001
0.677,0.613,0.12,0.258,0.592,0.386,0.759,0.106,0.595,0.001
0.654,0.612,0.124,0.267,0.591,0.39,0.753,0.113,0.62,0.001
0.638,0.604,0.126,0.262,0.594,0.376,0.761,0.109,0.624,0.001
0.63,0.605,0.131,0.266,0.585,0.387,0.756,0.115,0.635,0.001
0.619,0.6,0.14,0.269,0.587,0.376,0.765,0.117,0.637,0.001
0.614,0.603,0.14,0.269,0.586,0.39,0.762,0.125,0.644,0.001
0.615,0.607,0.151,0.271,0.579,0.377,0.774,0.127,0.646,0.001
0.611,0.617,0.149,0.276,0.581,0.396,0.764,0.138,0.659,0.001
