0.007,0.003,0.151,0.0,0.033,0.553,0.66,0.108,0.012,0.0
0.153,0.14,0.222,0.003,0.103,0.622,0.539,0.273,0.225,0.015
0.213,0.219,0.234,0.005,0.19,0.566,0.636,0.134,0.132,0.006
0.199,0.2,0.123,0.0,0.181,0.659,0.605,0.179,0.206,0.006
0.361,0.435,0.256,0.028,0.197,0.61,0.543,0.269,0.31,0.003
0.216,0.275,0.138,0.004,0.119,0.635,0.655,0.216,0.37,0.0
0.314,0.378,0.187,0.024,0.178,0.594,0.634,0.233,0.373,0.001
0.272,0.347,0.178,0.031,0.164,0.592,0.694,0.221,0.418,0.001
0.344,0.38,0.179,0.046,0.176,0.561,0.836,0.198,0.442,0.003
0.31,0.363,0.173,0.044,0.178,0.559,0.871,0.181,0.479,0.003
0.395,0.377,0.106,0.075,0.198,0.838,0.455,0.217,0.461,0.001
0.43,0.425,0.133,0.094,0.229,0.79,0.644,0.266,0.511,0.0
0.403,0.389,0.115,0.073,0.196,0.828,0.488,0.225,0.478,0.0
0.455,0.45,0.143,0.098,0.22,0.785,0.696,0.278,0.524,0.0
0.415,0.404,0.104,0.082,0.188,0.87,0.447,0.251,0.484,0.0
0.456,0.472,0.155,0.106,0.217,0.732,0.773,0.3,0.545,0.0
0.403,0.387,0.1,0.078,0.167,0.879,0.38,0.224,0.468,0.0
0.471,0.497,0.167,0.113,0.208,0.735,0.782,0.295,0.557,0.0
0.421,0.414,0.107,0.083,0.189,0.875,0.441,0.242,0.495,0.0
0.48,0.515,0.171,0.118,0.215,0.747,0.768,0.302,0.574,0.0
