0.033,0.01,0.507,0.11,0.014,0.013,0.857,0.474,0.529,0.0
0.046,0.106,0.13,0.039,0.055,0.024,0.968,0.454,0.637,0.0
0.022,0.066,0.603,0.125,0.029,0.018,0.147,0.407,0.891,0.002
0.118,0.245,0.669,0.137,0.096,0.111,0.798,0.319,0.817,0.001
0.052,0.316,0.688,0.107,0.099,0.152,0.825,0.344,0.779,0.001
0.14,0.388,0.667,0.147,0.141,0.18,0.818,0.378,0.789,0.0
0.088,0.359,0.691,0.145,0.143,0.178,0.827,0.367,0.779,0.001
0.135,0.395,0.68,0.157,0.151,0.178,0.821,0.381,0.794,0.001
0.105,0.383,0.672,0.158,0.155,0.179,0.832,0.395,0.789,0.001
0.137,0.402,0.662,0.179,0.17,0.195,0.836,0.406,0.785,0.001
0.121,0.382,0.654,0.172,0.166,0.191,0.843,0.422,0.779,0.0
0.145,0.385,0.647,0.18,0.157,0.204,0.842,0.438,0.777,0.0
0.152,0.394,0.652,0.19,0.149,0.211,0.842,0.45,0.771,0.0
0.172,0.397,0.643,0.197,0.154,0.222,0.845,0.45,0.775,0.0
0.181,0.404,0.645,0.208,0.151,0.223,0.841,0.454,0.772,0.0
0.196,0.414,0.645,0.213,0.15,0.227,0.843,0.453,0.772,0.0
0.203,0.419,0.65,0.217,0.152,0.235,0.84,0.455,0.77,0.0
0.211,0.43,0.641,0.22,0.159,0.242,0.838,0.457,0.771,0.0
0.221,0.442,0.646,0.226,0.156,0.252,0.836,0.462,0.769,0.0
0.24,0.448,0.639,0.237,0.162,0.262,0.836,0.466,0.77,0.0
