0.91,0.019,0.058,0.0,0.0,0.48,0.0,0.0,0.139,0.0
0.882,0.239,0.359,0.009,0.0,0.281,0.038,0.071,0.038,0.0
0.947,0.075,0.267,0.013,0.01,0.596,0.058,0.008,0.052,0.0
0.981,0.182,0.197,0.015,0.043,0.476,0.152,0.147,0.014,0.0
0.952,0.207,0.214,0.038,0.034,0.671,0.2,0.1,0.067,0.0
0.958,0.166,0.195,0.019,0.064,0.653,0.185,0.137,0.018,0.0
0.953,0.195,0.199,0.073,0.092,0.679,0.24,0.157,0.064,0.0
0.956,0.182,0.177,0.05,0.085,0.679,0.219,0.152,0.032,0.0
0.958,0.206,0.201,0.094,0.111,0.668,0.268,0.181,0.068,0.0
0.956,0.199,0.185,0.087,0.107,0.671,0.255,0.18,0.055,0.0
0.96,0.217,0.202,0.122,0.119,0.636,0.297,0.206,0.073,0.0
0.96,0.217,0.197,0.13,0.123,0.64,0.302,0.211,0.072,0.0
0.964,0.209,0.21,0.139,0.132,0.604,0.316,0.219,0.066,0.0
0.968,0.22,0.201,0.16,0.138,0.586,0.323,0.235,0.068,0.0
0.97,0.216,0.201,0.169,0.144,0.576,0.329,0.235,0.059,0.0
0.972,0.232,0.2,0.183,0.15,0.565,0.335,0.264,0.062,0.0
0.971,0.236,0.196,0.19,0.158,0.562,0.341,0.259,0.06,0.0
0.973,0.251,0.196,0.205,0.162,0.559,0.357,0.284,0.062,0.0
0.972,0.262,0.197,0.21,0.168,0.56,0.365,0.281,0.066,0.0
0.97,0.286,0.2,0.224,0.181,0.55,0.383,0.294,0.068,0.0
