0.958,0.0,0.0,0.0,0.0,0.234,0.0,0.0,0.0,0.0
0.802,0.0,0.0,0.0,0.0,0.624,0.0,0.0,0.034,0.0
0.986,0.0,0.0,0.0,0.0,0.163,0.0,0.0,0.0,0.0
0.84,0.0,0.001,0.001,0.0,0.628,0.0,0.0,0.008,0.0
0.921,0.0,0.003,0.0,0.0,0.532,0.0,0.0,0.0,0.0
0.893,0.0,0.005,0.0,0.0,0.586,0.001,0.0,0.002,0.0
0.935,0.01,0.027,0.005,0.0,0.507,0.004,0.0,0.015,0.0
0.953,0.008,0.023,0.004,0.0,0.405,0.004,0.0,0.021,0.0
0.943,0.061,0.05,0.014,0.001,0.469,0.032,0.0,0.071,0.0
0.941,0.061,0.05,0.015,0.001,0.445,0.03,0.0,0.082,0.0
0.935,0.13,0.066,0.023,0.008,0.47,0.065,0.006,0.154,0.0
0.921,0.17,0.084,0.033,0.014,0.484,0.081,0.013,0.208,0.0
0.91,0.221,0.094,0.05,0.022,0.508,0.108,0.018,0.274,0.0
0.897,0.274,0.115,0.077,0.046,0.525,0.139,0.033,0.36,0.0
0.894,0.293,0.12,0.077,0.05,0.517,0.144,0.036,0.375,0.0
0.881,0.343,0.134,0.09,0.06,0.538,0.175,0.051,0.428,0.0
0.871,0.368,0.137,0.103,0.065,0.537,0.191,0.06,0.447,0.0
0.86,0.396,0.146,0.117,0.075,0.557,0.216,0.085,0.485,0.0
0.858,0.406,0.15,0.133,0.084,0.553,0.225,0.093,0.486,0.0
0.852,0.427,0.156,0.143,0.093,0.563,0.246,0.103,0.495,0.0
