0.588,0.785,0.133,0.382,0.0,0.03,0.014,0.029,0.122,0.0
0.782,0.857,0.13,0.226,0.0,0.011,0.0,0.065,0.037,0.001
0.576,0.851,0.152,0.829,0.0,0.013,0.013,0.01,0.221,0.0
0.596,0.784,0.172,0.885,0.007,0.02,0.032,0.125,0.217,0.001
0.567,0.874,0.21,0.825,0.006,0.005,0.02,0.186,0.31,0.0
0.644,0.844,0.2,0.839,0.027,0.027,0.035,0.238,0.224,0.0
0.635,0.825,0.217,0.829,0.038,0.03,0.047,0.246,0.357,0.0
0.66,0.834,0.194,0.847,0.048,0.042,0.05,0.261,0.281,0.0
0.665,0.818,0.204,0.84,0.052,0.036,0.045,0.273,0.329,0.0
0.664,0.841,0.188,0.845,0.055,0.046,0.043,0.281,0.297,0.0
0.671,0.822,0.204,0.842,0.07,0.047,0.052,0.288,0.332,0.0
0.67,0.848,0.202,0.84,0.079,0.052,0.062,0.308,0.321,0.0
0.673,0.844,0.203,0.844,0.081,0.054,0.063,0.312,0.336,0.0
0.673,0.858,0.209,0.835,0.09,0.063,0.082,0.333,0.329,0.0
0.678,0.854,0.215,0.836,0.09,0.063,0.09,0.34,0.354,0.0
0.678,0.855,0.225,0.833,0.1,0.07,0.101,0.351,0.359,0.0
0.677,0.852,0.23,0.834,0.105,0.079,0.108,0.361,0.375,0.0
0.679,0.858,0.24,0.83,0.114,0.087,0.121,0.372,0.379,0.0
0.683,0.853,0.243,0.827,0.12,0.091,0.124,0.381,0.392,0.0
0.681,0.857,0.254,0.823,0.131,0.1,0.142,0.393,0.392,0.0
