0.0,0.0,0.475,0.0,0.0,0.0,0.84,0.0,0.0,0.0
0.012,0.0,0.247,0.001,0.0,0.0,0.954,0.0,0.0,0.0
0.007,0.0,0.189,0.0,0.0,0.0,0.979,0.0,0.003,0.0
0.013,0.008,0.675,0.0,0.0,0.0,0.736,0.0,0.044,0.0
0.03,0.001,0.49,0.002,0.0,0.0,0.888,0.0,0.03,0.0
0.036,0.002,0.563,0.0,0.0,0.0,0.847,0.001,0.099,0.0
0.099,0.007,0.431,0.002,0.003,0.0,0.923,0.001,0.097,0.0
0.064,0.01,0.565,0.001,0.001,0.0,0.859,0.005,0.136,0.0
0.118,0.022,0.471,0.003,0.012,0.001,0.918,0.009,0.165,0.0
0.129,0.027,0.492,0.003,0.017,0.004,0.918,0.014,0.205,0.0
0.133,0.031,0.523,0.004,0.014,0.005,0.906,0.02,0.208,0.0
0.139,0.029,0.497,0.004,0.014,0.004,0.917,0.018,0.216,0.0
0.157,0.039,0.545,0.004,0.018,0.007,0.899,0.039,0.244,0.0
0.16,0.038,0.549,0.005,0.016,0.005,0.894,0.038,0.232,0.0
0.177,0.052,0.54,0.008,0.021,0.008,0.898,0.049,0.257,0.0
0.185,0.051,0.538,0.008,0.022,0.009,0.907,0.05,0.271,0.0
0.198,0.054,0.486,0.008,0.029,0.014,0.928,0.056,0.289,0.0
0.204,0.053,0.486,0.013,0.028,0.007,0.926,0.051,0.277,0.0
0.224,0.053,0.448,0.01,0.035,0.017,0.941,0.057,0.312,0.0
0.222,0.054,0.45,0.012,0.032,0.014,0.941,0.054,0.303,0.0
