0.002,0.002,0.834,0.025,0.058,0.237,0.0,0.0,0.051,0.0
0.018,0.011,0.533,0.022,0.133,0.53,0.012,0.025,0.042,0.0
0.008,0.048,0.468,0.029,0.184,0.588,0.021,0.0,0.067,0.0
0.019,0.143,0.502,0.102,0.391,0.285,0.007,0.022,0.175,0.002
0.114,0.411,0.342,0.14,0.243,0.605,0.08,0.021,0.1,0.001
0.048,0.224,0.735,0.093,0.048,0.415,0.038,0.023,0.169,0.001
0.085,0.238,0.731,0.103,0.024,0.422,0.072,0.038,0.163,0.001
0.093,0.341,0.392,0.173,0.411,0.476,0.092,0.037,0.277,0.001
0.087,0.361,0.283,0.16,0.524,0.467,0.076,0.029,0.231,0.001
0.113,0.356,0.347,0.151,0.458,0.483,0.102,0.022,0.279,0.001
0.158,0.375,0.468,0.141,0.372,0.445,0.097,0.054,0.29,0.001
0.129,0.289,0.595,0.089,0.227,0.458,0.071,0.046,0.249,0.0
0.126,0.273,0.575,0.098,0.232,0.446,0.081,0.047,0.264,0.0
0.176,0.27,0.527,0.092,0.224,0.492,0.069,0.042,0.239,0.0
0.158,0.276,0.56,0.093,0.208,0.483,0.084,0.052,0.23,0.0
0.182,0.279,0.514,0.104,0.194,0.542,0.076,0.05,0.225,0.0
0.198,0.318,0.483,0.098,0.203,0.532,0.07,0.063,0.257,0.0
0.191,0.3,0.418,0.107,0.191,0.6,0.085,0.049,0.237,0.0
0.157,0.234,0.372,0.101,0.214,0.603,0.079,0.055,0.238,0.0
0.171,0.248,0.312,0.099,0.207,0.654,0.073,0.049,0.18,0.0
