0.0,0.0,0.02,0.0,0.0,0.0,0.995,0.066,0.0,0.0
0.0,0.0,0.074,0.0,0.0,0.0,0.989,0.064,0.0,0.0
0.0,0.0,0.307,0.004,0.02,0.001,0.902,0.269,0.001,0.0
0.0,0.0,0.224,0.0,0.006,0.0,0.927,0.423,0.002,0.0
0.003,0.001,0.233,0.001,0.013,0.023,0.987,0.076,0.047,0.0
0.004,0.0,0.289,0.001,0.019,0.007,0.918,0.375,0.018,0.0
0.007,0.002,0.3,0.017,0.036,0.02,0.879,0.476,0.049,0.0
0.013,0.0,0.294,0.017,0.037,0.015,0.895,0.425,0.032,0.0
0.01,0.0,0.116,0.01,0.042,0.01,0.997,0.048,0.031,0.0
0.037,0.001,0.189,0.035,0.091,0.015,0.957,0.388,0.032,0.0
0.053,0.002,0.193,0.027,0.048,0.096,0.95,0.512,0.057,0.0
0.022,0.0,0.16,0.013,0.061,0.003,0.992,0.142,0.034,0.0
0.061,0.005,0.177,0.03,0.07,0.11,0.984,0.298,0.066,0.0
0.073,0.01,0.222,0.031,0.046,0.101,0.917,0.636,0.064,0.0
0.08,0.008,0.202,0.041,0.07,0.133,0.963,0.455,0.084,0.0
0.083,0.007,0.2,0.038,0.084,0.129,0.974,0.399,0.084,0.0
0.09,0.008,0.189,0.038,0.083,0.127,0.984,0.297,0.104,0.0
0.095,0.01,0.191,0.046,0.089,0.133,0.977,0.373,0.09,0.0
0.11,0.011,0.191,0.043,0.092,0.141,0.983,0.3,0.12,0.0
0.111,0.011,0.196,0.051,0.104,0.142,0.98,0.331,0.112,0.0
