0.166,0.04,0.012,0.302,0.128,0.762,0.048,0.075,0.028,0.0
0.041,0.092,0.0,0.741,0.215,0.366,0.0,0.225,0.059,0.0
0.081,0.13,0.0,0.975,0.1,0.033,0.002,0.044,0.072,0.0
0.234,0.167,0.002,0.292,0.3,0.771,0.039,0.082,0.238,0.0
0.206,0.287,0.004,0.808,0.336,0.276,0.063,0.14,0.259,0.0
0.335,0.365,0.006,0.656,0.18,0.649,0.077,0.129,0.464,0.0
0.33,0.289,0.012,0.875,0.154,0.323,0.056,0.129,0.386,0.0
0.359,0.384,0.01,0.66,0.187,0.643,0.1,0.129,0.48,0.0
0.38,0.371,0.015,0.637,0.18,0.666,0.098,0.136,0.457,0.0
0.376,0.405,0.021,0.66,0.188,0.636,0.122,0.146,0.488,0.0
0.417,0.436,0.032,0.657,0.204,0.64,0.14,0.165,0.498,0.0
0.425,0.443,0.035,0.656,0.203,0.641,0.147,0.174,0.52,0.0
0.44,0.461,0.046,0.662,0.212,0.641,0.159,0.188,0.528,0.0
0.439,0.46,0.045,0.659,0.213,0.64,0.162,0.191,0.53,0.0
0.451,0.471,0.052,0.657,0.223,0.633,0.172,0.208,0.541,0.0
0.455,0.474,0.053,0.655,0.228,0.639,0.177,0.217,0.551,0.0
0.465,0.481,0.058,0.655,0.235,0.634,0.186,0.225,0.555,0.0
0.472,0.484,0.062,0.648,0.241,0.635,0.194,0.235,0.558,0.0
0.478,0.492,0.073,0.651,0.247,0.628,0.215,0.245,0.567,0.0
0.483,0.497,0.083,0.644,0.248,0.63,0.222,0.258,0.569,0.0
