0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.855,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.995,0.0,0.0
0.011,0.011,0.004,0.008,0.0,0.0,0.376,0.83,0.011,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.905,0.008,0.0
0.008,0.016,0.003,0.003,0.0,0.0,0.474,0.828,0.041,0.0
0.005,0.003,0.002,0.002,0.0,0.0,0.396,0.854,0.082,0.0
0.013,0.018,0.004,0.004,0.0,0.0,0.476,0.832,0.087,0.0
0.011,0.016,0.003,0.008,0.0,0.0,0.4,0.876,0.111,0.0
0.016,0.029,0.005,0.008,0.0,0.0,0.392,0.88,0.112,0.0
0.017,0.03,0.005,0.007,0.0,0.001,0.37,0.891,0.125,0.0
0.021,0.028,0.006,0.008,0.0,0.002,0.361,0.895,0.124,0.0
0.038,0.048,0.006,0.01,0.0,0.002,0.439,0.862,0.194,0.0
0.037,0.036,0.007,0.011,0.0,0.002,0.357,0.897,0.132,0.0
0.058,0.104,0.011,0.024,0.001,0.002,0.437,0.874,0.286,0.0
0.077,0.107,0.017,0.032,0.001,0.006,0.45,0.862,0.287,0.0
0.08,0.157,0.016,0.041,0.004,0.004,0.42,0.895,0.327,0.0
0.095,0.16,0.022,0.046,0.003,0.012,0.441,0.882,0.359,0.0
0.107,0.217,0.021,0.058,0.002,0.006,0.333,0.952,0.427,0.0
0.131,0.237,0.026,0.068,0.003,0.009,0.328,0.956,0.441,0.0
0.118,0.239,0.023,0.073,0.005,0.006,0.282,0.98,0.423,0.0
