0.499,0.925,0.201,0.599,0.612,0.46,0.302,0.479,0.514,0.0
0.499,0.925,0.201,0.599,0.612,0.46,0.302,0.479,0.514,0.0
0.115,0.001,0.083,0.112,0.028,0.189,0.092,0.244,0.949,0.0
0.258,0.133,0.446,0.059,0.025,0.047,0.134,0.451,0.954,0.001
0.248,0.034,0.211,0.086,0.06,0.162,0.204,0.161,0.95,0.003
0.257,0.203,0.442,0.181,0.121,0.084,0.207,0.35,0.957,0.002
0.219,0.096,0.43,0.167,0.078,0.23,0.275,0.436,0.92,0.004
0.236,0.141,0.495,0.199,0.17,0.271,0.249,0.459,0.958,0.003
0.215,0.124,0.545,0.195,0.16,0.291,0.266,0.453,0.928,0.002
0.245,0.146,0.493,0.212,0.195,0.294,0.279,0.484,0.957,0.002
0.238,0.132,0.55,0.217,0.174,0.288,0.276,0.481,0.95,0.001
0.272,0.15,0.464,0.21,0.231,0.365,0.303,0.5,0.953,0.001
0.269,0.144,0.502,0.212,0.231,0.34,0.302,0.492,0.949,0.001
0.285,0.166,0.459,0.217,0.249,0.356,0.318,0.505,0.952,0.0
0.288,0.164,0.462,0.216,0.251,0.352,0.325,0.504,0.952,0.0
0.306,0.185,0.447,0.231,0.269,0.354,0.34,0.509,0.952,0.0
0.302,0.18,0.441,0.233,0.267,0.336,0.353,0.504,0.952,0.0
0.32,0.193,0.428,0.244,0.279,0.343,0.369,0.514,0.95,0.0
0.323,0.194,0.432,0.245,0.295,0.336,0.38,0.508,0.95,0.0
0.338,0.218,0.424,0.249,0.29,0.333,0.4,0.515,0.95,0.0
0.34,0.218,0.425,0.259,0.296,0.332,0.414,0.516,0.95,0.0
0.339,0.234,0.426,0.261,0.309,0.338,0.425,0.526,0.95,0.0
